,match_id,First Innings,Second Innings,First Innings Score,Second Innings Score,Winner,Batting wins,Bowling wins
0,1,Sunrisers Hyderabad,Royal Challengers Bangalore,207,172.0,Sunrisers Hyderabad,1,0
1,2,Mumbai Indians,Rising Pune Supergiant,184,187.0,Rising Pune Supergiant,0,1
2,3,Gujarat Lions,Kolkata Knight Riders,183,184.0,Kolkata Knight Riders,0,1
3,4,Rising Pune Supergiant,Kings XI Punjab,163,164.0,Kings XI Punjab,0,1
4,5,Royal Challengers Bangalore,Delhi Daredevils,157,142.0,Royal Challengers Bangalore,1,0
5,6,Gujarat Lions,Sunrisers Hyderabad,135,140.0,Sunrisers Hyderabad,0,1
6,7,Kolkata Knight Riders,Mumbai Indians,178,180.0,Mumbai Indians,0,1
7,8,Royal Challengers Bangalore,Kings XI Punjab,148,150.0,Kings XI Punjab,0,1
8,9,Delhi Daredevils,Rising Pune Supergiant,205,108.0,Delhi Daredevils,1,0
9,10,Sunrisers Hyderabad,Mumbai Indians,158,159.0,Mumbai Indians,0,1
10,11,Kings XI Punjab,Kolkata Knight Riders,170,171.0,Kolkata Knight Riders,0,1
11,12,Royal Challengers Bangalore,Mumbai Indians,142,145.0,Mumbai Indians,0,1
12,13,Rising Pune Supergiant,Gujarat Lions,171,172.0,Gujarat Lions,0,1
13,14,Kolkata Knight Riders,Sunrisers Hyderabad,172,155.0,Kolkata Knight Riders,1,0
14,15,Delhi Daredevils,Kings XI Punjab,188,137.0,Delhi Daredevils,1,0
15,16,Gujarat Lions,Mumbai Indians,176,177.0,Mumbai Indians,0,1
16,17,Rising Pune Supergiant,Royal Challengers Bangalore,161,134.0,Rising Pune Supergiant,1,0
17,18,Delhi Daredevils,Kolkata Knight Riders,168,169.0,Kolkata Knight Riders,0,1
18,19,Sunrisers Hyderabad,Kings XI Punjab,159,154.0,Sunrisers Hyderabad,1,0
19,20,Royal Challengers Bangalore,Gujarat Lions,213,192.0,Royal Challengers Bangalore,1,0
20,21,Sunrisers Hyderabad,Delhi Daredevils,191,176.0,Sunrisers Hyderabad,1,0
21,22,Kings XI Punjab,Mumbai Indians,198,199.0,Mumbai Indians,0,1
22,23,Kolkata Knight Riders,Gujarat Lions,187,188.0,Gujarat Lions,0,1
23,24,Mumbai Indians,Delhi Daredevils,142,128.0,Mumbai Indians,1,0
24,25,Sunrisers Hyderabad,Rising Pune Supergiant,176,179.0,Rising Pune Supergiant,0,1
25,26,Kings XI Punjab,Gujarat Lions,188,162.0,Kings XI Punjab,1,0
26,27,Kolkata Knight Riders,Royal Challengers Bangalore,131,49.0,Kolkata Knight Riders,1,0
27,28,Rising Pune Supergiant,Mumbai Indians,160,157.0,Rising Pune Supergiant,1,0
28,29,Rising Pune Supergiant,Kolkata Knight Riders,182,184.0,Kolkata Knight Riders,0,1
29,30,Royal Challengers Bangalore,Gujarat Lions,134,135.0,Gujarat Lions,0,1
30,31,Delhi Daredevils,Kolkata Knight Riders,160,161.0,Kolkata Knight Riders,0,1
31,32,Sunrisers Hyderabad,Kings XI Punjab,207,181.0,Sunrisers Hyderabad,1,0
32,33,Rising Pune Supergiant,Royal Challengers Bangalore,157,96.0,Rising Pune Supergiant,1,0
33,34,Gujarat Lions,Mumbai Indians,153,153.0,T,0,0
34,35,Delhi Daredevils,Kings XI Punjab,67,68.0,Kings XI Punjab,0,1
35,36,Sunrisers Hyderabad,Kolkata Knight Riders,209,161.0,Sunrisers Hyderabad,1,0
36,37,Royal Challengers Bangalore,Mumbai Indians,162,165.0,Mumbai Indians,0,1
37,38,Gujarat Lions,Rising Pune Supergiant,161,167.0,Rising Pune Supergiant,0,1
38,39,Sunrisers Hyderabad,Delhi Daredevils,185,189.0,Delhi Daredevils,0,1
39,40,Kolkata Knight Riders,Rising Pune Supergiant,155,158.0,Rising Pune Supergiant,0,1
40,41,Gujarat Lions,Delhi Daredevils,208,214.0,Delhi Daredevils,0,1
41,42,Kings XI Punjab,Royal Challengers Bangalore,138,119.0,Kings XI Punjab,1,0
42,43,Rising Pune Supergiant,Sunrisers Hyderabad,148,136.0,Rising Pune Supergiant,1,0
43,44,Mumbai Indians,Delhi Daredevils,212,66.0,Mumbai Indians,1,0
44,45,Royal Challengers Bangalore,Kolkata Knight Riders,158,159.0,Kolkata Knight Riders,0,1
45,46,Kings XI Punjab,Gujarat Lions,189,192.0,Gujarat Lions,0,1
46,47,Mumbai Indians,Sunrisers Hyderabad,138,140.0,Sunrisers Hyderabad,0,1
47,48,Kings XI Punjab,Kolkata Knight Riders,167,153.0,Kings XI Punjab,1,0
48,49,Gujarat Lions,Delhi Daredevils,195,197.0,Delhi Daredevils,0,1
49,50,Kings XI Punjab,Mumbai Indians,230,223.0,Kings XI Punjab,1,0
50,51,Delhi Daredevils,Rising Pune Supergiant,168,161.0,Delhi Daredevils,1,0
51,52,Gujarat Lions,Sunrisers Hyderabad,154,158.0,Sunrisers Hyderabad,0,1
52,53,Mumbai Indians,Kolkata Knight Riders,173,164.0,Mumbai Indians,1,0
53,54,Kings XI Punjab,Rising Pune Supergiant,73,78.0,Rising Pune Supergiant,0,1
54,55,Royal Challengers Bangalore,Delhi Daredevils,161,151.0,Royal Challengers Bangalore,1,0
55,56,Rising Pune Supergiant,Mumbai Indians,162,142.0,Rising Pune Supergiant,1,0
56,57,Sunrisers Hyderabad,Kolkata Knight Riders,128,48.0,Sunrisers Hyderabad,1,0
57,58,Kolkata Knight Riders,Mumbai Indians,107,111.0,Mumbai Indians,0,1
58,59,Mumbai Indians,Rising Pune Supergiant,129,128.0,Mumbai Indians,1,0
59,60,Kolkata Knight Riders,Royal Challengers Bangalore,222,82.0,Kolkata Knight Riders,1,0
60,61,Chennai Super Kings,Kings XI Punjab,240,207.0,Chennai Super Kings,1,0
61,62,Rajasthan Royals,Delhi Daredevils,129,132.0,Delhi Daredevils,0,1
62,63,Mumbai Indians,Royal Challengers Bangalore,165,166.0,Royal Challengers Bangalore,0,1
63,64,Deccan Chargers,Kolkata Knight Riders,110,112.0,Kolkata Knight Riders,0,1
64,65,Kings XI Punjab,Rajasthan Royals,166,168.0,Rajasthan Royals,0,1
65,66,Deccan Chargers,Delhi Daredevils,142,143.0,Delhi Daredevils,0,1
66,67,Chennai Super Kings,Mumbai Indians,208,202.0,Chennai Super Kings,1,0
67,68,Deccan Chargers,Rajasthan Royals,214,217.0,Rajasthan Royals,0,1
68,69,Kings XI Punjab,Mumbai Indians,182,116.0,Kings XI Punjab,1,0
69,70,Royal Challengers Bangalore,Rajasthan Royals,135,138.0,Rajasthan Royals,0,1
70,71,Kolkata Knight Riders,Chennai Super Kings,147,152.0,Chennai Super Kings,0,1
71,72,Mumbai Indians,Deccan Chargers,154,155.0,Deccan Chargers,0,1
72,73,Delhi Daredevils,Kings XI Punjab,158,162.0,Kings XI Punjab,0,1
73,74,Chennai Super Kings,Royal Challengers Bangalore,178,165.0,Chennai Super Kings,1,0
74,75,Kolkata Knight Riders,Mumbai Indians,137,138.0,Mumbai Indians,0,1
75,76,Delhi Daredevils,Royal Challengers Bangalore,191,181.0,Delhi Daredevils,1,0
76,77,Deccan Chargers,Kings XI Punjab,164,167.0,Kings XI Punjab,0,1
77,78,Rajasthan Royals,Kolkata Knight Riders,196,151.0,Rajasthan Royals,1,0
78,79,Chennai Super Kings,Delhi Daredevils,169,172.0,Delhi Daredevils,0,1
79,80,Deccan Chargers,Royal Challengers Bangalore,165,171.0,Royal Challengers Bangalore,0,1
80,81,Kings XI Punjab,Kolkata Knight Riders,178,169.0,Kings XI Punjab,1,0
81,82,Mumbai Indians,Delhi Daredevils,162,133.0,Mumbai Indians,1,0
82,83,Chennai Super Kings,Rajasthan Royals,109,110.0,Rajasthan Royals,0,1
83,84,Royal Challengers Bangalore,Kings XI Punjab,126,127.0,Kings XI Punjab,0,1
84,85,Chennai Super Kings,Deccan Chargers,144,148.0,Deccan Chargers,0,1
85,86,Rajasthan Royals,Mumbai Indians,103,104.0,Mumbai Indians,0,1
86,87,Delhi Daredevils,Chennai Super Kings,187,188.0,Chennai Super Kings,0,1
87,88,Kolkata Knight Riders,Royal Challengers Bangalore,129,124.0,Kolkata Knight Riders,1,0
88,89,Deccan Chargers,Rajasthan Royals,140,141.0,Rajasthan Royals,0,1
89,90,Royal Challengers Bangalore,Mumbai Indians,122,126.0,Mumbai Indians,0,1
90,91,Chennai Super Kings,Kings XI Punjab,181,163.0,Chennai Super Kings,1,0
91,92,Kolkata Knight Riders,Deccan Chargers,204,181.0,Kolkata Knight Riders,1,0
92,93,Delhi Daredevils,Rajasthan Royals,156,159.0,Rajasthan Royals,0,1
93,94,Royal Challengers Bangalore,Kings XI Punjab,143,144.0,Kings XI Punjab,0,1
94,95,Kolkata Knight Riders,Delhi Daredevils,133,110.0,Kolkata Knight Riders,1,0
95,96,Chennai Super Kings,Mumbai Indians,156,158.0,Mumbai Indians,0,1
96,97,Kings XI Punjab,Rajasthan Royals,221,180.0,Kings XI Punjab,1,0
97,98,Delhi Daredevils,Deccan Chargers,194,182.0,Delhi Daredevils,1,0
98,99,Kolkata Knight Riders,Mumbai Indians,67,68.0,Mumbai Indians,0,1
99,100,Delhi Daredevils,Kings XI Punjab,118,94.0,Delhi Daredevils,1,0
100,101,Rajasthan Royals,Royal Challengers Bangalore,197,132.0,Rajasthan Royals,1,0
101,102,Mumbai Indians,Deccan Chargers,178,153.0,Mumbai Indians,1,0
102,103,Kolkata Knight Riders,Chennai Super Kings,149,55.0,Kolkata Knight Riders,1,0
103,104,Royal Challengers Bangalore,Delhi Daredevils,154,158.0,Delhi Daredevils,0,1
104,105,Kolkata Knight Riders,Rajasthan Royals,147,150.0,Rajasthan Royals,0,1
105,106,Kings XI Punjab,Mumbai Indians,189,188.0,Kings XI Punjab,1,0
106,107,Royal Challengers Bangalore,Chennai Super Kings,126,112.0,Royal Challengers Bangalore,1,0
107,108,Deccan Chargers,Kings XI Punjab,175,178.0,Kings XI Punjab,0,1
108,109,Mumbai Indians,Delhi Daredevils,176,179.0,Delhi Daredevils,0,1
109,110,Rajasthan Royals,Chennai Super Kings,211,201.0,Rajasthan Royals,1,0
110,111,Royal Challengers Bangalore,Deccan Chargers,156,153.0,Royal Challengers Bangalore,1,0
111,112,Kings XI Punjab,Kolkata Knight Riders,174,175.0,Kolkata Knight Riders,0,1
112,113,Mumbai Indians,Rajasthan Royals,145,146.0,Rajasthan Royals,0,1
113,114,Deccan Chargers,Chennai Super Kings,147,148.0,Chennai Super Kings,0,1
114,115,Rajasthan Royals,Delhi Daredevils,192,87.0,Rajasthan Royals,1,0
115,116,Kings XI Punjab,Chennai Super Kings,112,116.0,Chennai Super Kings,0,1
116,117,Chennai Super Kings,Rajasthan Royals,163,164.0,Rajasthan Royals,0,1
117,118,Mumbai Indians,Chennai Super Kings,165,146.0,Mumbai Indians,1,0
118,119,Royal Challengers Bangalore,Rajasthan Royals,133,58.0,Royal Challengers Bangalore,1,0
119,120,Kings XI Punjab,Delhi Daredevils,104,58.0,Kings XI Punjab,1,0
120,121,Kolkata Knight Riders,Deccan Chargers,101,104.0,Deccan Chargers,0,1
121,122,Chennai Super Kings,Royal Challengers Bangalore,179,87.0,Chennai Super Kings,1,0
122,123,Kings XI Punjab,Kolkata Knight Riders,158,79.0,Kings XI Punjab,1,0
123,124,Deccan Chargers,Royal Challengers Bangalore,184,160.0,Deccan Chargers,1,0
124,125,Delhi Daredevils,Chennai Super Kings,189,180.0,Delhi Daredevils,1,0
125,126,Rajasthan Royals,Kolkata Knight Riders,150,150.0,T,0,0
126,127,Royal Challengers Bangalore,Kings XI Punjab,168,173.0,Kings XI Punjab,0,1
127,128,Deccan Chargers,Mumbai Indians,168,156.0,Deccan Chargers,1,0
128,129,Royal Challengers Bangalore,Delhi Daredevils,149,150.0,Delhi Daredevils,0,1
129,130,Kings XI Punjab,Rajasthan Royals,139,112.0,Kings XI Punjab,1,0
130,131,Chennai Super Kings,Deccan Chargers,165,169.0,Deccan Chargers,0,1
131,132,Mumbai Indians,Kolkata Knight Riders,187,95.0,Mumbai Indians,1,0
132,133,Delhi Daredevils,Rajasthan Royals,143,147.0,Rajasthan Royals,0,1
133,134,Kolkata Knight Riders,Royal Challengers Bangalore,139,143.0,Royal Challengers Bangalore,0,1
134,135,Kings XI Punjab,Mumbai Indians,119,116.0,Kings XI Punjab,1,0
135,136,Deccan Chargers,Delhi Daredevils,148,150.0,Delhi Daredevils,0,1
136,137,Chennai Super Kings,Rajasthan Royals,164,126.0,Chennai Super Kings,1,0
137,138,Mumbai Indians,Kolkata Knight Riders,148,139.0,Mumbai Indians,1,0
138,139,Royal Challengers Bangalore,Kings XI Punjab,145,137.0,Royal Challengers Bangalore,1,0
139,140,Deccan Chargers,Rajasthan Royals,141,142.0,Rajasthan Royals,0,1
140,141,Chennai Super Kings,Delhi Daredevils,163,145.0,Chennai Super Kings,1,0
141,142,Kolkata Knight Riders,Kings XI Punjab,153,154.0,Kings XI Punjab,0,1
142,143,Mumbai Indians,Royal Challengers Bangalore,149,150.0,Royal Challengers Bangalore,0,1
143,144,Chennai Super Kings,Deccan Chargers,178,100.0,Chennai Super Kings,1,0
144,145,Rajasthan Royals,Kings XI Punjab,211,133.0,Rajasthan Royals,1,0
145,146,Kolkata Knight Riders,Delhi Daredevils,154,157.0,Delhi Daredevils,0,1
146,147,Deccan Chargers,Mumbai Indians,145,126.0,Deccan Chargers,1,0
147,148,Royal Challengers Bangalore,Rajasthan Royals,105,107.0,Rajasthan Royals,0,1
148,149,Chennai Super Kings,Kings XI Punjab,185,174.0,Chennai Super Kings,1,0
149,150,Mumbai Indians,Delhi Daredevils,116,118.0,Delhi Daredevils,0,1
150,151,Deccan Chargers,Kings XI Punjab,168,169.0,Kings XI Punjab,0,1
151,152,Rajasthan Royals,Chennai Super Kings,140,141.0,Chennai Super Kings,0,1
152,153,Mumbai Indians,Royal Challengers Bangalore,157,141.0,Mumbai Indians,1,0
153,154,Kolkata Knight Riders,Delhi Daredevils,123,125.0,Delhi Daredevils,0,1
154,155,Deccan Chargers,Rajasthan Royals,166,113.0,Deccan Chargers,1,0
155,156,Kolkata Knight Riders,Royal Challengers Bangalore,173,176.0,Royal Challengers Bangalore,0,1
156,157,Kings XI Punjab,Mumbai Indians,119,122.0,Mumbai Indians,0,1
157,158,Delhi Daredevils,Deccan Chargers,173,161.0,Delhi Daredevils,1,0
158,159,Chennai Super Kings,Royal Challengers Bangalore,129,132.0,Royal Challengers Bangalore,0,1
159,160,Rajasthan Royals,Mumbai Indians,145,143.0,Rajasthan Royals,1,0
160,161,Delhi Daredevils,Kings XI Punjab,120,123.0,Kings XI Punjab,0,1
161,162,Mumbai Indians,Chennai Super Kings,147,151.0,Chennai Super Kings,0,1
162,163,Kolkata Knight Riders,Deccan Chargers,160,166.0,Deccan Chargers,0,1
163,164,Kings XI Punjab,Deccan Chargers,134,133.0,Kings XI Punjab,1,0
164,165,Delhi Daredevils,Rajasthan Royals,150,136.0,Delhi Daredevils,1,0
165,166,Chennai Super Kings,Kolkata Knight Riders,188,189.0,Kolkata Knight Riders,0,1
166,167,Delhi Daredevils,Royal Challengers Bangalore,134,135.0,Royal Challengers Bangalore,0,1
167,168,Rajasthan Royals,Kolkata Knight Riders,101,102.0,Kolkata Knight Riders,0,1
168,169,Chennai Super Kings,Kings XI Punjab,116,92.0,Chennai Super Kings,1,0
169,170,Mumbai Indians,Delhi Daredevils,165,166.0,Delhi Daredevils,0,1
170,171,Royal Challengers Bangalore,Deccan Chargers,170,158.0,Royal Challengers Bangalore,1,0
171,172,Delhi Daredevils,Deccan Chargers,153,154.0,Deccan Chargers,0,1
172,173,Chennai Super Kings,Royal Challengers Bangalore,146,149.0,Royal Challengers Bangalore,0,1
173,174,Deccan Chargers,Royal Challengers Bangalore,143,137.0,Deccan Chargers,1,0
174,175,Kolkata Knight Riders,Deccan Chargers,161,150.0,Kolkata Knight Riders,1,0
175,176,Mumbai Indians,Rajasthan Royals,212,208.0,Mumbai Indians,1,0
176,177,Kings XI Punjab,Delhi Daredevils,142,146.0,Delhi Daredevils,0,1
177,178,Royal Challengers Bangalore,Kolkata Knight Riders,135,136.0,Kolkata Knight Riders,0,1
178,179,Deccan Chargers,Chennai Super Kings,190,159.0,Deccan Chargers,1,0
179,180,Rajasthan Royals,Delhi Daredevils,141,142.0,Delhi Daredevils,0,1
180,181,Kings XI Punjab,Royal Challengers Bangalore,203,204.0,Royal Challengers Bangalore,0,1
181,182,Chennai Super Kings,Kolkata Knight Riders,164,109.0,Chennai Super Kings,1,0
182,183,Mumbai Indians,Delhi Daredevils,218,120.0,Mumbai Indians,1,0
183,184,Rajasthan Royals,Royal Challengers Bangalore,92,93.0,Royal Challengers Bangalore,0,1
184,185,Delhi Daredevils,Chennai Super Kings,185,190.0,Chennai Super Kings,0,1
185,186,Deccan Chargers,Kings XI Punjab,170,164.0,Deccan Chargers,1,0
186,187,Rajasthan Royals,Kolkata Knight Riders,168,134.0,Rajasthan Royals,1,0
187,188,Mumbai Indians,Royal Challengers Bangalore,151,155.0,Royal Challengers Bangalore,0,1
188,189,Deccan Chargers,Delhi Daredevils,171,161.0,Deccan Chargers,1,0
189,190,Kings XI Punjab,Chennai Super Kings,136,136.0,T,0,0
190,191,Kolkata Knight Riders,Mumbai Indians,155,156.0,Mumbai Indians,0,1
191,192,Royal Challengers Bangalore,Chennai Super Kings,171,135.0,Royal Challengers Bangalore,1,0
192,193,Rajasthan Royals,Kings XI Punjab,183,152.0,Rajasthan Royals,1,0
193,194,Chennai Super Kings,Mumbai Indians,180,181.0,Mumbai Indians,0,1
194,195,Deccan Chargers,Rajasthan Royals,148,151.0,Rajasthan Royals,0,1
195,196,Kolkata Knight Riders,Kings XI Punjab,183,144.0,Kolkata Knight Riders,1,0
196,197,Delhi Daredevils,Royal Challengers Bangalore,183,166.0,Delhi Daredevils,1,0
197,198,Rajasthan Royals,Chennai Super Kings,177,160.0,Rajasthan Royals,1,0
198,199,Mumbai Indians,Deccan Chargers,172,131.0,Mumbai Indians,1,0
199,200,Delhi Daredevils,Kolkata Knight Riders,177,137.0,Delhi Daredevils,1,0
200,201,Kings XI Punjab,Mumbai Indians,163,164.0,Mumbai Indians,0,1
201,202,Royal Challengers Bangalore,Chennai Super Kings,161,162.0,Chennai Super Kings,0,1
202,203,Delhi Daredevils,Rajasthan Royals,188,121.0,Delhi Daredevils,1,0
203,204,Kolkata Knight Riders,Deccan Chargers,181,157.0,Kolkata Knight Riders,1,0
204,205,Kings XI Punjab,Royal Challengers Bangalore,181,184.0,Royal Challengers Bangalore,0,1
205,206,Chennai Super Kings,Rajasthan Royals,246,223.0,Chennai Super Kings,1,0
206,207,Mumbai Indians,Deccan Chargers,178,115.0,Mumbai Indians,1,0
207,208,Kolkata Knight Riders,Kings XI Punjab,200,204.0,Kings XI Punjab,0,1
208,209,Delhi Daredevils,Royal Challengers Bangalore,184,147.0,Delhi Daredevils,1,0
209,210,Rajasthan Royals,Deccan Chargers,159,157.0,Rajasthan Royals,1,0
210,211,Chennai Super Kings,Mumbai Indians,165,141.0,Chennai Super Kings,1,0
211,212,Kings XI Punjab,Rajasthan Royals,153,157.0,Rajasthan Royals,0,1
212,213,Kolkata Knight Riders,Delhi Daredevils,181,167.0,Kolkata Knight Riders,1,0
213,214,Royal Challengers Bangalore,Deccan Chargers,184,186.0,Deccan Chargers,0,1
214,215,Mumbai Indians,Kings XI Punjab,154,158.0,Kings XI Punjab,0,1
215,216,Chennai Super Kings,Deccan Chargers,138,139.0,Deccan Chargers,0,1
216,217,Kolkata Knight Riders,Royal Challengers Bangalore,160,162.0,Royal Challengers Bangalore,0,1
217,218,Delhi Daredevils,Kings XI Punjab,111,112.0,Kings XI Punjab,0,1
218,219,Mumbai Indians,Rajasthan Royals,174,137.0,Mumbai Indians,1,0
219,220,Deccan Chargers,Royal Challengers Bangalore,151,138.0,Deccan Chargers,1,0
220,221,Mumbai Indians,Delhi Daredevils,183,144.0,Mumbai Indians,1,0
221,222,Kolkata Knight Riders,Chennai Super Kings,139,143.0,Chennai Super Kings,0,1
222,223,Rajasthan Royals,Royal Challengers Bangalore,130,132.0,Royal Challengers Bangalore,0,1
223,224,Chennai Super Kings,Delhi Daredevils,112,113.0,Delhi Daredevils,0,1
224,225,Kings XI Punjab,Deccan Chargers,174,178.0,Deccan Chargers,0,1
225,226,Mumbai Indians,Royal Challengers Bangalore,191,134.0,Mumbai Indians,1,0
226,227,Rajasthan Royals,Kolkata Knight Riders,132,133.0,Kolkata Knight Riders,0,1
227,228,Kings XI Punjab,Chennai Super Kings,192,195.0,Chennai Super Kings,0,1
228,229,Deccan Chargers,Delhi Daredevils,145,134.0,Deccan Chargers,1,0
229,230,Mumbai Indians,Kolkata Knight Riders,133,135.0,Kolkata Knight Riders,0,1
230,231,Mumbai Indians,Royal Challengers Bangalore,184,149.0,Mumbai Indians,1,0
231,232,Chennai Super Kings,Deccan Chargers,142,104.0,Chennai Super Kings,1,0
232,233,Deccan Chargers,Royal Challengers Bangalore,82,86.0,Royal Challengers Bangalore,0,1
233,234,Chennai Super Kings,Mumbai Indians,168,146.0,Chennai Super Kings,1,0
234,235,Chennai Super Kings,Kolkata Knight Riders,153,151.0,Chennai Super Kings,1,0
235,236,Deccan Chargers,Rajasthan Royals,137,141.0,Rajasthan Royals,0,1
236,237,Kochi Tuskers Kerala,Royal Challengers Bangalore,161,162.0,Royal Challengers Bangalore,0,1
237,238,Delhi Daredevils,Mumbai Indians,95,99.0,Mumbai Indians,0,1
238,239,Kings XI Punjab,Pune Warriors,112,113.0,Pune Warriors,0,1
239,240,Kolkata Knight Riders,Deccan Chargers,163,154.0,Kolkata Knight Riders,1,0
240,241,Delhi Daredevils,Rajasthan Royals,151,152.0,Rajasthan Royals,0,1
241,242,Royal Challengers Bangalore,Mumbai Indians,140,143.0,Mumbai Indians,0,1
242,243,Chennai Super Kings,Kings XI Punjab,188,193.0,Kings XI Punjab,0,1
243,244,Kochi Tuskers Kerala,Pune Warriors,148,151.0,Pune Warriors,0,1
244,245,Deccan Chargers,Royal Challengers Bangalore,175,142.0,Deccan Chargers,1,0
245,246,Rajasthan Royals,Kolkata Knight Riders,159,160.0,Kolkata Knight Riders,0,1
246,247,Mumbai Indians,Kochi Tuskers Kerala,182,184.0,Kochi Tuskers Kerala,0,1
247,248,Chennai Super Kings,Royal Challengers Bangalore,183,162.0,Chennai Super Kings,1,0
248,249,Deccan Chargers,Kings XI Punjab,165,166.0,Kings XI Punjab,0,1
249,250,Pune Warriors,Delhi Daredevils,187,190.0,Delhi Daredevils,0,1
250,251,Rajasthan Royals,Kolkata Knight Riders,81,85.0,Kolkata Knight Riders,0,1
251,252,Chennai Super Kings,Kochi Tuskers Kerala,131,135.0,Kochi Tuskers Kerala,0,1
252,253,Deccan Chargers,Delhi Daredevils,168,152.0,Deccan Chargers,1,0
253,254,Pune Warriors,Mumbai Indians,118,124.0,Mumbai Indians,0,1
